id,course,grade,points_earned,max_points
7798814,1400,a,4,4
7798814,1170,a,4,4
7798814,1580,b,3,4
2149193,2590,c,2,4
5062031,2210,b,3,4
5062031,1002,b,3,4
5062031,1530,b,3,4
7361386,2590,b,3,4
7361386,1215,a,4,4
5484525,2600,a,4,4
5484525,2590,b,3,4
5849744,1002,f,0,4
5849744,2531,a,4,4
1303047,1003,f,0,4
1515716,2600,b,3,4
1515716,1170,c,2,4
3822320,2600,a,4,4
3822320,1001,a,4,4
3822320,2820,b,3,4
9548347,2820,a,4,4
9548347,1590,a,4,4
5131111,1050,a,4,4
5131111,1115,w,0,0
5131111,2820,a,4,4
2227757,2600,a,4,4
2227757,1580,b,3,4
2227757,1590,d,1,4
1802931,1597,b,3,4
1802931,2590,b,3,4
9339781,1530,a,4,4
1134931,2600,a,4,4
7610387,1001,w,0,0
7610387,2531,a,4,4
1017158,2600,w,0,0
5422382,1530,a,4,4
5422382,2590,f,0,4
5422382,1215,b,3,4
7541941,1597,c,2,4
7541941,1590,c,2,4
4008227,1170,b,3,4
4008227,2590,a,4,4
9614903,2210,a,4,4
9614903,1170,a,4,4
7556881,1215,a,4,4
8719106,1600,b,3,4
8719106,1115,b,3,4
3461094,2600,b,3,4
7847834,2210,a,4,4
3829242,1400,w,0,0
3829242,1050,w,0,0
8173445,1170,a,4,4
8418791,1530,d,1,4
4780951,1580,c,2,4
8131408,1580,a,4,4
3704367,1600,b,3,4
3704367,1530,w,0,0
3704367,2600,b,3,4
5851717,1400,b,3,4
5851717,2531,a,4,4
5751616,1001,b,3,4
5751616,2590,a,4,4
5126650,1170,b,3,4
7486193,1001,b,3,4
7486193,1050,a,4,4
4038541,2531,b,3,4
3965662,1115,a,4,4
4695175,1597,d,1,4
4695175,1590,a,4,4
2678484,1600,a,4,4
2678484,2600,b,3,4
2678484,2531,a,4,4
8621768,1530,d,1,4
8621768,1215,d,1,4
8463161,1170,f,0,4
8463161,2590,a,4,4
8452984,1400,b,3,4
8452984,1002,b,3,4
8452984,2531,a,4,4
7035752,1400,a,4,4
7035752,1050,b,3,4
8179439,1600,b,3,4
8179439,2820,a,4,4
1190341,1170,f,0,4
1190341,1115,c,2,4
1190341,2590,b,3,4
8416967,1600,b,3,4
8416967,2531,a,4,4
8416967,1590,w,0,0
9835437,1003,w,0,0
9835437,1215,b,3,4
3446132,1400,a,4,4
3446132,1597,b,3,4
7811702,1115,a,4,4
7811702,1590,a,4,4
7811702,1003,a,4,4
6904743,1050,f,0,4
6904743,1170,a,4,4
3600317,2210,b,3,4
3600317,1050,b,3,4
4447032,1003,c,2,4
4447032,2590,c,2,4
3555999,1400,a,4,4
9494873,1002,b,3,4
9494873,1597,w,0,0
9494873,1590,a,4,4
8406576,1001,a,4,4
8406576,1597,a,4,4
6042176,1001,b,3,4
6042176,2210,a,4,4
8960454,1170,a,4,4
8960454,2820,a,4,4
8974402,1530,a,4,4
8974402,2531,b,3,4
3442538,1050,a,4,4
3442538,1590,f,0,4
1270178,1600,b,3,4
1270178,2820,a,4,4
5126631,2531,b,3,4
3759364,1400,b,3,4
3759364,2531,b,3,4
2298001,1215,a,4,4
2298001,2210,f,0,4
2298001,1170,a,4,4
1297598,1400,a,4,4
1297598,2210,a,4,4
1297598,2820,a,4,4
9939221,1530,b,3,4
9939221,1003,b,3,4
7670762,1530,a,4,4
7670762,2590,b,3,4
8841131,2600,a,4,4
8841131,2210,a,4,4
8841131,1215,b,3,4
7838867,2600,f,0,4
7838867,2210,b,3,4
7838867,1050,c,2,4
2680945,1115,w,0,0
2680945,1590,b,3,4
1837150,2600,w,0,0
1837150,2210,b,3,4
3605830,1001,a,4,4
3605830,2590,a,4,4
8954058,2531,a,4,4
2207639,1597,a,4,4
2207639,1590,a,4,4
2207639,2590,b,3,4
6915519,2600,b,3,4
6915519,2820,a,4,4
7119330,1597,a,4,4
1329591,2210,f,0,4
1329591,1597,a,4,4
1329591,1590,c,2,4
8854136,1600,b,3,4
8854136,2531,b,3,4
8854136,1215,a,4,4
3292348,1600,a,4,4
3292348,1530,d,1,4
4828934,1400,f,0,4
4828934,2820,a,4,4
8121331,2820,a,4,4
9282994,1170,b,3,4
9282994,2590,b,3,4
1731969,2531,b,3,4
6705283,1580,f,0,4
9432884,1530,b,3,4
9432884,1590,c,2,4
8441203,2210,a,4,4
8441203,1002,b,3,4
8124289,1530,b,3,4
8124289,2820,b,3,4
6185763,1400,a,4,4
6185763,2590,c,2,4
9763243,1050,a,4,4
9763243,1530,f,0,4
7393614,1115,b,3,4
7393614,2590,a,4,4
5732666,1001,c,2,4
5732666,1530,d,1,4
5732666,2590,w,0,0
6730376,1050,a,4,4
6730376,1003,a,4,4
4436208,2820,b,3,4
4436208,2590,w,0,0
7078702,2210,b,3,4
7078702,1050,a,4,4
5354715,2210,w,0,0
5354715,2820,b,3,4
5354715,1170,b,3,4
5554120,1400,a,4,4
5554120,2590,a,4,4
6940518,1170,b,3,4
8492220,1600,w,0,0
8492220,2531,a,4,4
6641751,1600,b,3,4
6641751,2820,a,4,4
6641751,2590,b,3,4
7380830,2590,c,2,4
7380830,1215,d,1,4
4904852,1400,a,4,4
4904852,1115,f,0,4
4904852,1580,a,4,4
4814246,2590,b,3,4
4755324,1400,b,3,4
4755324,1215,w,0,0
3370477,1001,b,3,4
3443499,2820,c,2,4
3443499,2590,b,3,4
3537067,2210,b,3,4
3537067,1580,a,4,4
2668119,1580,d,1,4
2106032,1001,b,3,4
2106032,1170,b,3,4
5060866,2531,a,4,4
5060866,1580,f,0,4
4129610,1002,b,3,4
4129610,1050,w,0,0
7737799,1400,a,4,4
7737799,2210,a,4,4
7737799,1003,w,0,0
8052141,1590,b,3,4
9178569,1580,b,3,4
2386128,1002,w,0,0
2386128,2820,b,3,4
7307331,2600,a,4,4
7307331,1115,d,1,4
7307331,1400,b,3,4
7647273,2820,a,4,4
7647273,1597,a,4,4
4529160,1400,a,4,4
4529160,1003,a,4,4
9272739,2820,b,3,4
9272739,2590,a,4,4
9400750,1530,w,0,0
9400750,1115,b,3,4
1527536,1050,a,4,4
1527536,2531,f,0,4
1527536,1597,b,3,4
1505313,2531,a,4,4
1505313,2820,b,3,4
6192030,1002,b,3,4
6192030,1597,w,0,0
1234706,1050,b,3,4
1234706,2590,a,4,4
9657004,2210,c,2,4
7095861,2820,b,3,4
7095861,2590,b,3,4
4955020,1001,a,4,4
4955020,2820,b,3,4
4955020,2590,a,4,4
9139062,2210,b,3,4
9139062,1530,a,4,4
5883623,2531,c,2,4
5883623,1597,a,4,4
2469246,1580,b,3,4
2469246,1590,a,4,4
8363589,1050,a,4,4
3273417,1002,c,2,4
3273417,2531,b,3,4
3852517,1002,d,1,4
3852517,1115,b,3,4
3852517,1170,b,3,4
7871397,2600,a,4,4
7871397,2210,b,3,4
7871397,1050,a,4,4
8457984,2600,b,3,4
8457984,2590,d,1,4
6721357,1600,a,4,4
6721357,2600,b,3,4
7668005,2600,a,4,4
7668005,2820,a,4,4
7668005,1580,a,4,4
9062024,1115,a,4,4
9062024,2590,b,3,4
9062024,2531,a,4,4
1602747,2210,c,2,4
3755226,1530,a,4,4
3755226,2531,b,3,4
3755226,1215,c,2,4
7267496,1050,b,3,4
7267496,1215,a,4,4
3926663,2210,a,4,4
3926663,1002,f,0,4
3926663,1580,b,3,4
