id,course,grade,points_earned,max_points
7798814,3140,b,3,4
7798814,3350,b,3,4
2149193,3610,a,4,4
2149193,3115,b,3,4
2149193,3140,b,3,4
5062031,3610,a,4,4
5062031,3171,b,3,4
7361386,3667,a,4,4
5484525,3610,b,3,4
5484525,2820,d,1,4
5484525,3650,f,0,4
5849744,3667,a,4,4
5849744,3310,b,3,4
1303047,3171,a,4,4
1303047,3220,f,0,4
1303047,2531,a,4,4
1515716,3320,f,0,4
1515716,3220,b,3,4
3822320,4331,f,0,4
9548347,3410,b,3,4
9548347,3171,w,0,0
9548347,3350,w,0,0
5131111,3171,b,3,4
5131111,3142,a,4,4
2227757,3130,b,3,4
2227757,3115,c,2,4
2227757,2820,a,4,4
1802931,3171,w,0,0
9339781,3320,b,3,4
9339781,3130,a,4,4
1134931,3320,f,0,4
1134931,4331,b,3,4
7610387,3171,w,0,0
7610387,3142,c,2,4
1017158,3225,c,2,4
1017158,3140,a,4,4
5422382,2600,d,1,4
5422382,3650,a,4,4
4008227,3160,a,4,4
4008227,3650,c,2,4
9614903,2600,a,4,4
9614903,3225,a,4,4
9614903,3667,d,1,4
7556881,3171,a,4,4
7556881,2590,a,4,4
8719106,3667,b,3,4
8719106,3230,d,1,4
3461094,3650,w,0,0
3461094,3115,a,4,4
7847834,3650,w,0,0
7847834,3310,a,4,4
7847834,3142,b,3,4
3829242,3115,a,4,4
3829242,2590,b,3,4
8173445,2600,a,4,4
8173445,3810,w,0,0
8418791,3171,c,2,4
8418791,3310,b,3,4
8418791,2590,f,0,4
4780951,3320,a,4,4
4780951,3140,f,0,4
8131408,3650,c,2,4
8131408,3620,b,3,4
3704367,3320,f,0,4
3704367,3310,a,4,4
5851717,3220,a,4,4
5851717,3230,a,4,4
5751616,2820,a,4,4
5751616,3230,b,3,4
5126650,3810,a,4,4
5126650,3620,d,1,4
7486193,2600,a,4,4
7486193,3610,b,3,4
4038541,2600,a,4,4
3965662,3610,f,0,4
3965662,3620,b,3,4
4695175,3220,a,4,4
4695175,2820,d,1,4
2678484,3225,b,3,4
2678484,3610,a,4,4
7383506,3810,f,0,4
7383506,2531,b,3,4
7383506,2820,c,2,4
8621768,2600,b,3,4
8621768,3410,d,1,4
8463161,3650,d,1,4
8463161,3220,a,4,4
1739486,3130,a,4,4
1739486,3171,b,3,4
8452984,4331,a,4,4
8452984,3140,a,4,4
7035752,3650,c,2,4
7035752,2590,w,0,0
8179439,3320,a,4,4
1190341,3160,a,4,4
1190341,3130,c,2,4
1190341,3350,a,4,4
8416967,2600,d,1,4
8416967,3160,b,3,4
9835437,3171,a,4,4
9835437,3142,a,4,4
3446132,3320,a,4,4
3446132,3650,a,4,4
3446132,4331,d,1,4
7811702,3320,d,1,4
7811702,3410,c,2,4
6904743,3810,d,1,4
6904743,2531,a,4,4
6904743,3620,a,4,4
3600317,3620,a,4,4
4447032,4331,c,2,4
4447032,2820,a,4,4
3555999,3620,a,4,4
3555999,2590,w,0,0
9494873,3171,b,3,4
9494873,2820,w,0,0
9494873,3350,b,3,4
8406576,3115,f,0,4
8406576,3310,b,3,4
6042176,3225,b,3,4
8960454,3410,b,3,4
8960454,3620,f,0,4
8960454,3650,d,1,4
8974402,3320,b,3,4
8974402,3610,a,4,4
8974402,2600,b,3,4
3442538,3130,a,4,4
3442538,2820,f,0,4
1270178,3225,f,0,4
1270178,3667,a,4,4
1270178,3620,f,0,4
5126631,3810,b,3,4
5126631,3620,a,4,4
5126631,3350,a,4,4
3759364,3160,f,0,4
3759364,2590,b,3,4
