id,course,grade,points_earned,max_points
7798814,1600,a,4,3
7798814,1002,a,4,3
2149193,1400,a,4,3
2149193,1003,b,3,3
2149193,1580,a,4,3
5062031,1003,a,4,3
5062031,1597,d,1,3
5062031,1590,a,4,3
7361386,1600,c,2,3
7361386,1050,a,4,3
7361386,1597,a,4,3
5484525,1530,a,4,3
5484525,1115,c,2,3
5484525,1003,d,1,3
5849744,1600,a,4,3
5849744,1580,a,4,3
5849744,1590,b,3,3
1303047,1400,a,4,3
1303047,1590,a,4,3
1515716,1115,a,4,3
1515716,1580,d,1,3
3822320,1003,a,4,3
3822320,1215,a,4,3
9548347,1400,a,4,3
9548347,1170,b,3,3
5131111,1170,a,4,3
5131111,1003,a,4,3
5131111,1580,d,1,3
2227757,1001,a,4,3
2227757,1597,d,1,3
2227757,1215,a,4,3
1802931,1050,d,1,3
1802931,1115,a,4,3
1802931,1003,a,4,3
9339781,1170,b,3,3
9339781,1580,a,4,3
9339781,1597,b,3,3
1134931,1400,c,2,3
1134931,1115,b,3,3
7610387,1003,b,3,3
7610387,1580,c,2,3
7610387,1590,a,4,3
1017158,1001,a,4,3
1017158,1215,b,3,3
5422382,1170,b,3,3
5422382,1115,b,3,3
5422382,1590,a,4,3
7541941,1530,a,4,3
7541941,1580,a,4,3
4008227,1050,a,4,3
4008227,1002,a,4,3
4008227,1003,a,4,3
9614903,1001,c,2,3
9614903,1597,d,1,3
9614903,1215,c,2,3
7556881,1400,b,3,3
7556881,1530,b,3,3
7556881,1597,b,3,3
8719106,1170,b,3,3
8719106,1050,b,3,3
3461094,1400,a,4,3
3461094,1001,f,0,3
3461094,1580,c,2,3
7847834,1600,f,0,3
7847834,1580,a,4,3
3829242,1002,b,3,3
3829242,1590,b,3,3
8173445,1600,w,0,0
8173445,1115,a,4,3
8418791,1050,f,0,3
8418791,1002,a,4,3
8418791,1003,b,3,3
4780951,1050,d,1,3
4780951,1530,b,3,3
4780951,1215,b,3,3
8131408,1003,a,4,3
8131408,1215,a,4,3
3704367,1002,b,3,3
3704367,1580,c,2,3
3704367,1590,b,3,3
5851717,1002,w,0,0
5851717,1590,b,3,3
5851717,1170,b,3,3
5751616,1170,a,4,3
5751616,1590,a,4,3
5126650,1002,a,4,3
5126650,1115,c,2,3
7486193,1530,a,4,3
7486193,1003,a,4,3
7486193,1590,b,3,3
4038541,1400,b,3,3
4038541,1170,f,0,3
4038541,1215,b,3,3
3965662,1400,a,4,3
3965662,1050,a,4,3
3965662,1597,w,0,0
4695175,1600,b,3,3
4695175,1400,a,4,3
2678484,1170,c,2,3
